id,name,name_en,district_id,district_name,sub_district_id,sub_district_name,municipal_status_id,municipal_status_name,coordinates_itm_east,coordinates_itm_north,coordinates_wgs84_latitude,coordinates_wgs84_longitude,population,natural_region_id,natural_region_name,type_of_locality_id,type_of_locality_group,type_of_locality_form,local_authorities_cluster_id,local_authorities_cluster_name,previous_names,merged_locality_names
3722,"אשכולות","Eshkolot",7,"אזור יהודה ושומרון",77,"חברון",78,"מועצה אזורית הר חברון",190750,588870,31.39142,34.9027,609,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
2021,"אשל הנשיא","Eshel HaNasi",6,"הדרום",62,"באר שבע",42,"מועצה אזורית מרחבים",171190,581670,31.32584,34.6974,140,622,"אזור בשור",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",620,"אשכול רשויות נגב מערבי",,
1152,"אשלים","Ashalim",6,"הדרום",62,"באר שבע",48,"מועצה אזורית רמת נגב",171260,541610,30.96454,34.70005,681,626,"הר הנגב הצפוני",370,"יישוב כפרי","יישובים קהילתיים",610,"אשכול רשויות נגב מזרחי",,
7100,"אשקלון","Ashqelon",6,"הדרום",61,"אשקלון",0,"עירייה",159680,619830,31.66944,34.57417,149160,614,"אזור אשקלון",140,"יישוב עירוני","יישובים יהודיים 199,999-100,000 תושבים",,,,
1256,"אשרת","Asherat",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",214880,764060,32.97161,35.15556,584,245,"אזור נהריה",370,"יישוב כפרי","יישובים קהילתיים",212,"אשכול רשויות גליל מערבי",,
740,"אשתאול","Eshta'ol",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",200950,632060,31.78115,35.00913,1230,112,"שפלת יהודה",310,"יישוב כפרי","מושבים",,,,
6000,"באקה אל-גרביה","Baqa Al-Gharbiyye",3,"חיפה",32,"חדרה",0,"עירייה",204150,702850,32.41957,35.04178,30973,324,"אזור חדרה",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",,,,
21,"באר אורה","Be'er Ora",6,"הדרום",62,"באר שבע",53,"מועצה אזורית חבל אילות",198380,402530,29.71079,34.9867,1220,625,"הערבה",370,"יישוב כפרי","יישובים קהילתיים",610,"אשכול רשויות נגב מזרחי",,
1376,"באר גנים","Be'er Gannim",6,"הדרום",61,"אשקלון",36,"מועצה אזורית חוף אשקלון",162980,623240,31.70036,34.60877,1966,614,"אזור אשקלון",370,"יישוב כפרי","יישובים קהילתיים",620,"אשכול רשויות נגב מערבי",,
155,"באר טוביה","Be'er Toviyya",6,"הדרום",61,"אשקלון",33,"מועצה אזורית באר טוביה",173900,626980,31.73458,34.72378,1294,611,"אזור מלאכי",310,"יישוב כפרי","מושבים",420,"אשכול רשויות שורק דרומי",,
2530,"באר יעקב","Be'er Ya'aqov",4,"המרכז",43,"רמלה",0,"עירייה",184930,650000,31.94256,34.83936,29852,432,"אזור רמלה",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",,,,
1278,"באר מילכה","Be'er Milka",6,"הדרום",62,"באר שבע",48,"מועצה אזורית רמת נגב",143270,538270,30.93295,34.40736,197,626,"הר הנגב הצפוני",310,"יישוב כפרי","מושבים",610,"אשכול רשויות נגב מזרחי",,
9000,"באר שבע","Be'er Sheva",6,"הדרום",62,"באר שבע",0,"עירייה",179570,573610,31.25347,34.78577,211249,623,"אזור באר שבע",130,"יישוב עירוני","יישובים יהודיים 499,999-200,000 תושבים",,,,
450,"בארות יצחק","Be'erot Yizhaq",4,"המרכז",42,"פתח תקווה",25,"מועצה אזורית חבל מודיעין",191680,660880,32.04086,34.91043,469,422,"אזור פתח תקווה",330,"יישוב כפרי","קיבוצים",,,,
697,"בארותיים","Be'erotayim",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",198640,691990,32.32155,34.98344,1155,412,"מזרח השרון",310,"יישוב כפרי","מושבים",,,,
399,"בארי","Be'eri",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",151600,592650,31.42388,34.49084,1047,622,"אזור בשור",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
559,"בוסתן הגליל","Bustan HaGalil",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",208010,761850,32.95163,35.0821,1305,246,"אזור עכו",310,"יישוב כפרי","מושבים",212,"אשכול רשויות גליל מערבי",,
482,"בועיינה-נוג'ידאת","Bu'eine-Nujeidat",2,"הצפון",25,"יזרעאל",99,"מועצה מקומית",234810,745910,32.80785,35.36845,10137,237,"הרי נצרת-תירען",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",214,"אשכול רשויות הכנרת והעמקים",,"בועיינה,נוג'ידאת"
4001,"בוקעאתא","Buq'ata",2,"הצפון",29,"גולן",99,"מועצה מקומית",273000,789720,33.20166,35.77876,6752,292,"גולן צפוני",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",211,"אשכול רשויות גליל מזרחי",,
698,"בורגתה","Burgeta",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",196690,692410,32.3253,34.96272,1147,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
2043,"בחן","Bahan",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",202100,695380,32.35218,35.02013,1140,412,"מזרח השרון",330,"יישוב כפרי","קיבוצים",,,,
762,"בטחה","Bitha",6,"הדרום",62,"באר שבע",42,"מועצה אזורית מרחבים",165020,582640,31.33432,34.63253,790,622,"אזור בשור",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
234,"ביצרון","Bizzaron",6,"הדרום",61,"אשקלון",33,"מועצה אזורית באר טוביה",174450,633810,31.79619,34.72927,1248,611,"אזור מלאכי",310,"יישוב כפרי","מושבים",420,"אשכול רשויות שורק דרומי",,
998,"ביר אל-מכסור","Bir El-Maksur",2,"הצפון",24,"עכו",99,"מועצה מקומית",221120,743100,32.78262,35.22227,9960,241,"אזור שפרעם",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",310,"אשכול רשויות המפרץ",,
1348,"ביר הדאג'","Bir Hadage",6,"הדרום",62,"באר שבע",68,"מועצה אזורית נווה מדבר",171460,548450,31.02624,34.70182,6167,626,"הר הנגב הצפוני",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",610,"אשכול רשויות נגב מזרחי",,
368,"בירייה","Biriyya",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",247100,764800,32.97794,35.50024,849,212,"גליל עליון מזרחי",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",211,"אשכול רשויות גליל מזרחי",,
317,"בית אורן","Bet Oren",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",200750,737390,32.73098,35.00495,560,322,"אזור זכרון יעקב",330,"יישוב כפרי","קיבוצים",,,,
3574,"בית אל","Bet El",7,"אזור יהודה ושומרון",74,"ראמאללה",99,"מועצה מקומית",221210,649860,31.94182,35.22306,5682,,,180,"יישוב עירוני","יישובים יהודיים 9,999-5,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,"בית אל ב"
562,"בית אלעזרי","Bet El'azari",4,"המרכז",44,"רחובות",28,"מועצה אזורית ברנר",181460,639090,31.84406,34.80309,1576,441,"אזור רחובות",310,"יישוב כפרי","מושבים",420,"אשכול רשויות שורק דרומי",,
95,"בית אלפא","Bet Alfa",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",240780,713660,32.51695,35.43145,1356,232,"עמק חרוד",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
3652,"בית אריה-עופרים","Bet Arye-Ofarim",7,"אזור יהודה ושומרון",74,"ראמאללה",99,"מועצה מקומית",204860,660000,32.03317,35.04999,5409,,,180,"יישוב עירוני","יישובים יהודיים 9,999-5,000 תושבים",,,"בית אריה","עופרים"
1076,"בית ברל","Bet Berl",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",193220,678650,32.20115,34.92625,226,421,"דרום השרון",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",410,"אשכול רשויות השרון",,
480,"בית ג'ן","Beit Jann",2,"הצפון",24,"עכו",99,"מועצה מקומית",235670,763250,32.96419,35.37793,12307,243,"אזור יחיעם",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",212,"אשכול רשויות גליל מערבי",,
619,"בית גוברין","Bet Guvrin",6,"הדרום",61,"אשקלון",35,"מועצה אזורית יואב",190180,613450,31.61309,34.89598,446,612,"אזור לכיש",330,"יישוב כפרי","קיבוצים",420,"אשכול רשויות שורק דרומי",,
571,"בית גמליאל","Bet Gamli'el",4,"המרכז",44,"רחובות",29,"מועצה אזורית חבל יבנה",177510,640510,31.85673,34.7613,1026,441,"אזור רחובות",310,"יישוב כפרי","מושבים",420,"אשכול רשויות שורק דרומי",,
466,"בית דגן","Bet Dagan",4,"המרכז",43,"רמלה",99,"מועצה מקומית",184070,656430,32.00052,34.83003,7643,432,"אזור רמלה",180,"יישוב עירוני","יישובים יהודיים 9,999-5,000 תושבים",,,,
723,"בית הגדי","Bet HaGaddi",6,"הדרום",62,"באר שבע",39,"מועצה אזורית שדות נגב",162600,592750,31.42538,34.60652,887,621,"אזור גרר",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
373,"בית הלוי","Bet HaLewi",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",193750,695570,32.35374,34.93142,840,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
322,"בית הלל","Bet Hillel",2,"הצפון",21,"צפת",55,"מועצה אזורית מבואות החרמון",256870,790400,33.20847,35.6058,797,211,"עמק חולה",310,"יישוב כפרי","מושבים",211,"אשכול רשויות גליל מזרחי",,
572,"בית העמק","Bet HaEmeq",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",213810,764050,32.97151,35.14411,730,245,"אזור נהריה",330,"יישוב כפרי","קיבוצים",212,"אשכול רשויות גליל מערבי",,
3645,"בית הערבה","Bet HaArava",7,"אזור יהודה ושומרון",75,"ירדן-יריחו",74,"מועצה אזורית מגילות ים המלח",245220,635050,31.80797,35.47659,451,,,330,"יישוב כפרי","קיבוצים",710,"אשכול רשויות יהודה ושומרון",,
242,"בית השיטה","Bet HaShitta",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",241560,717540,32.55192,35.43985,1258,232,"עמק חרוד",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
353,"בית זיד","Bet Zeid",2,"הצפון",23,"יזרעאל",9,"מועצה אזורית עמק יזרעאל",211070,734110,32.70153,35.11507,76,235,"אזור יקנעם",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",213,"אשכול רשויות הגליל והעמקים",,
710,"בית זית","Bet Zayit",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",215410,632150,31.7821,35.16179,1655,111,"הרי יהודה",310,"יישוב כפרי","מושבים",,,,
143,"בית זרע","Bet Zera",2,"הצפון",22,"כנרת",6,"מועצה אזורית עמק הירדן",254050,732770,32.68893,35.57339,639,221,"כנרות",330,"יישוב כפרי","קיבוצים",214,"אשכול רשויות הכנרת והעמקים",,
3575,"בית חורון","Bet Horon",7,"אזור יהודה ושומרון",74,"ראמאללה",73,"מועצה אזורית מטה בנימין",212100,642800,31.87813,35.12676,1468,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
877,"בית חירות","Bet Herut",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",187800,698410,32.37919,34.86811,904,411,"מערב השרון",320,"יישוב כפרי","מושבים שיתופיים",,,,
2033,"בית חלקיה","Bet Hilqiyya",4,"המרכז",44,"רחובות",31,"מועצה אזורית נחל שורק",182250,633350,31.79232,34.81165,1446,441,"אזור רחובות",310,"יישוב כפרי","מושבים",420,"אשכול רשויות שורק דרומי",,
159,"בית חנן","Bet Hanan",4,"המרכז",44,"רחובות",27,"מועצה אזורית גן רווה",178690,649040,31.9337,34.77341,523,442,"אזור ראשון לציון",310,"יישוב כפרי","מושבים",,,,
800,"בית חנניה","Bet Hananya",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",193270,714900,32.52803,34.92578,924,324,"אזור חדרה",310,"יישוב כפרי","מושבים",,,,
1050,"בית חשמונאי","Bet Hashmonay",4,"המרכז",43,"רמלה",30,"מועצה אזורית גזר",192450,643990,31.88857,34.91906,2166,432,"אזור רמלה",190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",,,,
288,"בית יהושע","Bet Yehoshua",4,"המרכז",41,"השרון",19,"מועצה אזורית חוף השרון",187520,685230,32.26033,34.86558,1118,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
265,"בית יוסף","Bet Yosef",2,"הצפון",23,"יזרעאל",7,"מועצה אזורית עמק המעיינות",252060,718390,32.55933,35.55167,488,231,"עמק בית שאן",310,"יישוב כפרי","מושבים",214,"אשכול רשויות הכנרת והעמקים",,
200,"בית ינאי","Bet Yannay",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",187370,698650,32.38134,34.86353,363,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
326,"בית יצחק-שער חפר","Bet Yizhaq-Sh. Hefer",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",189920,693420,32.33425,34.89079,2144,411,"מערב השרון",191,"יישוב עירוני","מושבים 4,999-2,000 תושבים",,,,"בית יצחק,גן חפר,שער חפר"
